INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162017541,1845,Drug Violation,DRUGS - POSS CLASS D,A7,25,,3/5/16 18:32,2016,3,Saturday,18,Part Two,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162017495,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A7,25,,3/5/16 18:43,2016,3,Saturday,18,Part Two,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162072169,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,A7,25,,9/4/16 17:27,2016,9,Sunday,17,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172082830,2629,Harassment,HARASSMENT,A7,25,,10/4/17 19:06,2017,10,Wednesday,19,Part Two,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162105329,2629,Harassment,HARASSMENT,A7,25,,12/27/16 17:28,2016,12,Tuesday,17,Part Two,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172104364,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,12/18/17 9:39,2017,12,Monday,9,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162104722,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,12/24/16 20:51,2016,12,Saturday,20,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162077811,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,9/23/16 8:24,2016,9,Friday,8,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I152088505,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,10/25/15 2:55,2015,10,Sunday,2,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172071271,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,A7,25,,8/28/17 16:55,2017,8,Monday,16,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I152082112,619,Larceny,LARCENY ALL OTHERS,A7,25,,10/3/15 1:26,2015,10,Saturday,1,Part One,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I152054961,617,Larceny,LARCENY THEFT FROM BUILDING,A7,25,,7/3/15 16:17,2015,7,Friday,16,Part One,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172106346,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,25,,12/25/17 23:00,2017,12,Monday,23,Part One,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162077236,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,25,,9/20/16 6:00,2016,9,Tuesday,6,Part One,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162019712,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,25,,3/13/16 18:56,2016,3,Sunday,18,Part One,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I182012854,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,25,,2/18/18 1:11,2018,2,Sunday,1,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I182004331,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,25,,1/17/18 1:35,2018,1,Wednesday,1,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172058236,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,25,,7/18/17 16:05,2017,7,Tuesday,16,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162022967,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,25,,3/24/16 18:50,2016,3,Thursday,18,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162037203,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,25,,5/12/16 16:00,2016,5,Thursday,16,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172037604,3501,Missing Person Reported,MISSING PERSON,A7,25,,5/10/17 9:00,2017,5,Wednesday,9,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172085954,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,25,,10/14/17 22:16,2017,10,Saturday,22,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162013646,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,25,,2/20/16 15:00,2016,2,Saturday,15,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172081615,2647,Other,THREATS TO DO BODILY HARM,A7,25,,9/30/17 13:58,2017,9,Saturday,13,Part Two,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172012996,3170,Other,INTIMIDATING WITNESS,A7,25,,2/17/17 10:20,2017,2,Friday,10,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162026692,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,A7,25,,4/6/16 18:24,2016,4,Wednesday,18,Part Two,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162016111,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,A7,25,,2/29/16 16:24,2016,2,Monday,16,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172026904,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,25,,4/7/17 2:20,2017,4,Friday,2,Part One,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172011644,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,25,,2/12/17 18:29,2017,2,Sunday,18,Part One,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I182012854,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,25,,2/18/18 1:11,2018,2,Sunday,1,Part Two,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172012996,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,25,,2/17/17 10:20,2017,2,Friday,10,Part Two,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172001325,3410,Towed,TOWED MOTOR VEHICLE,A7,25,,1/5/17 18:40,2017,1,Thursday,18,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172087194,1402,Vandalism,VANDALISM,A7,25,,10/19/17 0:53,2017,10,Thursday,0,Part Two,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162105615,1402,Vandalism,VANDALISM,A7,25,,12/28/16 17:32,2016,12,Wednesday,17,Part Two,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I152054961,1402,Vandalism,VANDALISM,A7,25,,7/3/15 16:17,2015,7,Friday,16,Part Two,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I182007015,3301,Verbal Disputes,VERBAL DISPUTE,A7,25,,1/27/18 7:51,2018,1,Saturday,7,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I162099283,3301,Verbal Disputes,VERBAL DISPUTE,A7,25,,12/5/16 21:03,2016,12,Monday,21,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I152054961,3301,Verbal Disputes,VERBAL DISPUTE,A7,25,,7/3/15 16:17,2015,7,Friday,16,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I152051391,3301,Verbal Disputes,VERBAL DISPUTE,A7,25,,6/21/15 14:33,2015,6,Sunday,14,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
I172009342,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7,25,,2/3/17 17:12,2017,2,Friday,17,Part Two,BROOKS ST,42.38197428,-71.03608523,"(42.38197428, -71.03608523)"
I162085762,1845,Drug Violation,DRUGS - POSS CLASS D,A7,25,,10/19/16 19:24,2016,10,Wednesday,19,Part Two,BROOKS ST,42.38197428,-71.03608523,"(42.38197428, -71.03608523)"
I182003636,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,25,,1/14/18 12:26,2018,1,Sunday,12,Part Three,BROOKS ST,42.38197428,-71.03608523,"(42.38197428, -71.03608523)"
I162097395,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ¾DAMAGE,A7,25,,11/29/16 14:13,2016,11,Tuesday,14,Part Three,BROOKS ST,42.38197428,-71.03608523,"(42.38197428, -71.03608523)"
I162006020,1874,Drug Violation,DRUGS - OTHER,A7,26,,1/22/16 12:20,2016,1,Friday,12,Part Two,FALCON ST,42.38197962,-71.03929306,"(42.38197962, -71.03929306)"
I172080527,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,26,,9/26/17 20:30,2017,9,Tuesday,20,Part One,FALCON ST,42.38197962,-71.03929306,"(42.38197962, -71.03929306)"
I162051204,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,26,,6/28/16 3:28,2016,6,Tuesday,3,Part Three,FALCON ST,42.38197962,-71.03929306,"(42.38197962, -71.03929306)"
I172083883,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,26,,10/8/17 4:26,2017,10,Sunday,4,Part Three,FALCON ST,42.38197962,-71.03929306,"(42.38197962, -71.03929306)"
I172068469,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,26,,8/18/17 23:30,2017,8,Friday,23,Part Three,FALCON ST,42.38197962,-71.03929306,"(42.38197962, -71.03929306)"
I172068313,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,26,,8/19/17 1:32,2017,8,Saturday,1,Part Three,FALCON ST,42.38197962,-71.03929306,"(42.38197962, -71.03929306)"
I162091531,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,26,,11/8/16 12:10,2016,11,Tuesday,12,Part Three,FALCON ST,42.38197962,-71.03929306,"(42.38197962, -71.03929306)"
I162073892,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A7,26,,9/10/16 19:02,2016,9,Saturday,19,Part Three,FALCON ST,42.38197962,-71.03929306,"(42.38197962, -71.03929306)"
I162042362,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ¾DAMAGE,A7,26,,5/30/16 12:55,2016,5,Monday,12,Part Three,FALCON ST,42.38197962,-71.03929306,"(42.38197962, -71.03929306)"
I162031276,301,Robbery,ROBBERY - STREET,A7,26,,4/22/16 17:25,2016,4,Friday,17,Part One,FALCON ST,42.38197962,-71.03929306,"(42.38197962, -71.03929306)"
I152093973,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,26,,11/12/15 13:37,2015,11,Thursday,13,Part Two,FALCON ST,42.38197962,-71.03929306,"(42.38197962, -71.03929306)"
I152066150,3115,Investigate Person,INVESTIGATE PERSON,A7,26,,8/10/15 15:54,2015,8,Monday,15,Part Three,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.03981320)"
I172035564,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,26,,5/6/17 9:34,2017,5,Saturday,9,Part One,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.03981320)"
I182003012,3205,License Plate Related Incidents,M/V PLATES - LOST,A7,26,,1/11/18 18:00,2018,1,Thursday,18,Part Three,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.03981320)"
I152071117,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,26,,8/26/15 7:15,2015,8,Wednesday,7,Part Three,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.03981320)"
I152050290,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,26,,6/17/15 16:00,2015,6,Wednesday,16,Part Three,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.03981320)"
I162104361,3201,Property Lost,PROPERTY - LOST,A7,26,,12/16/16 12:08,2016,12,Friday,12,Part Three,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.03981320)"
I152075531,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,26,,9/11/15 14:52,2015,9,Friday,14,Part One,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.03981320)"
I172101741,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,26,,12/8/17 6:53,2017,12,Friday,6,Part Two,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.03981320)"
I172020213,3410,Towed,TOWED MOTOR VEHICLE,A7,26,,3/15/17 8:49,2017,3,Wednesday,8,Part Three,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.03981320)"
I172078181,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A7,15,,9/20/17 7:47,2017,9,Wednesday,7,Part One,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I172070357,3115,Investigate Person,INVESTIGATE PERSON,A7,15,,8/25/17 15:40,2017,8,Friday,15,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I162045212,3115,Investigate Person,INVESTIGATE PERSON,A7,15,,6/8/16 12:03,2016,6,Wednesday,12,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I152100269,3115,Investigate Person,INVESTIGATE PERSON,A7,15,,12/4/15 18:13,2015,12,Friday,18,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I172082396,3114,Investigate Property,INVESTIGATE PROPERTY,A7,15,,10/3/17 12:00,2017,10,Tuesday,12,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I162105247,619,Larceny,LARCENY ALL OTHERS,A7,15,,12/22/16 6:14,2016,12,Thursday,6,Part One,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I172084691,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,15,,10/10/17 20:44,2017,10,Tuesday,20,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I172076993,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A7,15,,9/16/17 7:35,2017,9,Saturday,7,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I162098648,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,15,,12/3/16 14:56,2016,12,Saturday,14,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I172103064,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,15,,12/12/17 14:00,2017,12,Tuesday,14,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I172103064,3501,Missing Person Reported,MISSING PERSON,A7,15,,12/12/17 14:00,2017,12,Tuesday,14,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I172079788,3501,Missing Person Reported,MISSING PERSON,A7,15,,9/25/17 6:27,2017,9,Monday,6,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I172092477,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,15,,11/5/17 1:09,2017,11,Sunday,1,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I172047717,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,A7,15,,6/15/17 8:03,2017,6,Thursday,8,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I162019748,311,Robbery,ROBBERY - COMMERCIAL,A7,15,,3/13/16 21:19,2016,3,Sunday,21,Part One,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I172074886,3402,Service,ANIMAL INCIDENTS,A7,15,,9/9/17 16:04,2017,9,Saturday,16,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I162000840,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,15,,1/3/16 23:04,2016,1,Sunday,23,Part Two,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I172046337,1402,Vandalism,VANDALISM,A7,15,,6/11/17 3:35,2017,6,Sunday,3,Part Two,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I162028379,3301,Verbal Disputes,VERBAL DISPUTE,A7,15,,4/12/16 15:46,2016,4,Tuesday,15,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I162013319,3301,Verbal Disputes,VERBAL DISPUTE,A7,13,,2/19/16 16:10,2016,2,Friday,16,Part Three,COWPER ST,42.38208505,-71.0134439,"(42.38208505, -71.01344390)"
I172103498,381,Robbery,ROBBERY - CAR JACKING,A7,14,,12/14/17 19:13,2017,12,Thursday,19,Part One,BYRON ST,42.38212496,-71.01539104,"(42.38212496, -71.01539104)"
I182005559,3305,Assembly or Gathering Violations,DEMONSTRATIONS/RIOT,A7,16,,1/21/18 19:59,2018,1,Sunday,19,Part Three,CHELSEA ST,42.38215679,-71.02454639,"(42.38215679, -71.02454639)"
I162085316,3115,Investigate Person,INVESTIGATE PERSON,A7,16,,10/14/16 12:35,2016,10,Friday,12,Part Three,CHELSEA ST,42.38215679,-71.02454639,"(42.38215679, -71.02454639)"
I182008460,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A7,16,,2/1/18 13:51,2018,2,Thursday,13,Part Three,CHELSEA ST,42.38215679,-71.02454639,"(42.38215679, -71.02454639)"
I182002006,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,A7,16,,1/8/18 23:30,2018,1,Monday,23,Part Three,CHELSEA ST,42.38215679,-71.02454639,"(42.38215679, -71.02454639)"
I182002006,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,16,,1/8/18 23:30,2018,1,Monday,23,Part Three,CHELSEA ST,42.38215679,-71.02454639,"(42.38215679, -71.02454639)"
I172089463,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,16,,10/26/17 10:27,2017,10,Thursday,10,Part Three,CHELSEA ST,42.38215679,-71.02454639,"(42.38215679, -71.02454639)"
I172100260,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,A7,16,,12/3/17 2:39,2017,12,Sunday,2,Part Two,CHELSEA ST,42.38215679,-71.02454639,"(42.38215679, -71.02454639)"
I152079752,3410,Towed,TOWED MOTOR VEHICLE,A7,16,,9/25/15 0:41,2015,9,Friday,0,Part Three,CHELSEA ST,42.38215679,-71.02454639,"(42.38215679, -71.02454639)"
I182009391,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,16,,2/5/18 8:51,2018,2,Monday,8,Part Two,CHELSEA ST,42.38215679,-71.02454639,"(42.38215679, -71.02454639)"
I162048692,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,16,,6/19/16 17:02,2016,6,Sunday,17,Part Two,CHELSEA ST,42.38215679,-71.02454639,"(42.38215679, -71.02454639)"
I172078601,3115,Investigate Person,INVESTIGATE PERSON,A7,15,,9/21/17 13:45,2017,9,Thursday,13,Part Three,BENNINGTON ST,42.38220936,-71.01938462,"(42.38220936, -71.01938462)"
I172000850,617,Larceny,LARCENY THEFT FROM BUILDING,A7,15,,1/3/17 1:00,2017,1,Tuesday,1,Part One,BENNINGTON ST,42.38220936,-71.01938462,"(42.38220936, -71.01938462)"
I172040927,3008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,A7,15,,5/19/17 12:57,2017,5,Friday,12,Part Three,BENNINGTON ST,42.38220936,-71.01938462,"(42.38220936, -71.01938462)"
I152088768,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,15,,10/26/15 9:48,2015,10,Monday,9,Part Three,BENNINGTON ST,42.38220936,-71.01938462,"(42.38220936, -71.01938462)"
I152088768,3501,Missing Person Reported,MISSING PERSON,A7,15,,10/26/15 9:48,2015,10,Monday,9,Part Three,BENNINGTON ST,42.38220936,-71.01938462,"(42.38220936, -71.01938462)"
I182000355,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,15,,1/2/18 12:01,2018,1,Tuesday,12,Part Three,BENNINGTON ST,42.38220936,-71.01938462,"(42.38220936, -71.01938462)"
I162056701,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,15,,7/16/16 17:42,2016,7,Saturday,17,Part Two,BENNINGTON ST,42.38220936,-71.01938462,"(42.38220936, -71.01938462)"
I162025084,1402,Vandalism,VANDALISM,A7,14,,3/31/16 13:00,2016,3,Thursday,13,Part Two,MOORE ST,42.38226506,-71.018169,"(42.38226506, -71.01816900)"
I172029438,423,Aggravated Assault,ASSAULT - AGGRAVATED,A7,16,,4/15/17 17:35,2017,4,Saturday,17,Part One,GLENDON ST,42.38226872,-71.03026507,"(42.38226872, -71.03026507)"
I162021842,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A7,16,,3/20/16 22:09,2016,3,Sunday,22,Part Three,GLENDON ST,42.38226872,-71.03026507,"(42.38226872, -71.03026507)"
I162089885,3402,Service,ANIMAL INCIDENTS,A7,16,,11/2/16 17:43,2016,11,Wednesday,17,Part Three,GLENDON ST,42.38226872,-71.03026507,"(42.38226872, -71.03026507)"
I182010410,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,16,,2/8/18 18:17,2018,2,Thursday,18,Part Two,GLENDON ST,42.38226872,-71.03026507,"(42.38226872, -71.03026507)"
I162087284,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A7,16,,10/24/16 20:45,2016,10,Monday,20,Part Two,PUTNAM ST,42.38227768,-71.03341643,"(42.38227768, -71.03341643)"
I162087284,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,16,,10/24/16 20:45,2016,10,Monday,20,Part One,PUTNAM ST,42.38227768,-71.03341643,"(42.38227768, -71.03341643)"
I162067183,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,25,,8/17/16 22:00,2016,8,Wednesday,22,Part One,PUTNAM ST,42.38227768,-71.03341643,"(42.38227768, -71.03341643)"
I152086829,3001,Medical Assistance,DEATH INVESTIGATION,A7,16,,10/19/15 12:38,2015,10,Monday,12,Part Three,PUTNAM ST,42.38227768,-71.03341643,"(42.38227768, -71.03341643)"
I172059707,3501,Missing Person Reported,MISSING PERSON,A7,16,,7/23/17 3:53,2017,7,Sunday,3,Part Three,PUTNAM ST,42.38227768,-71.03341643,"(42.38227768, -71.03341643)"
I152085256,1107,Fraud,FRAUD - IMPERSONATION,A7,25,,8/13/15 0:00,2015,8,Thursday,0,Part Two,BROOKS ST,42.38228596,-71.03608137,"(42.38228596, -71.03608137)"
I152062394,2629,Harassment,HARASSMENT,A7,25,,7/28/15 17:02,2015,7,Tuesday,17,Part Two,BROOKS ST,42.38228596,-71.03608137,"(42.38228596, -71.03608137)"
I172021850,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,3/17/17 10:00,2017,3,Friday,10,Part Three,BROOKS ST,42.38228596,-71.03608137,"(42.38228596, -71.03608137)"
I152074846,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,9/9/15 10:53,2015,9,Wednesday,10,Part Three,BROOKS ST,42.38228596,-71.03608137,"(42.38228596, -71.03608137)"
I172020099,3114,Investigate Property,INVESTIGATE PROPERTY,A7,15,,3/14/17 15:00,2017,3,Tuesday,15,Part Three,BENNINGTON ST,42.38228605,-71.01942715,"(42.38228605, -71.01942715)"
I172073493,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,15,,9/5/17 11:17,2017,9,Tuesday,11,Part Two,BENNINGTON ST,42.38228605,-71.01942715,"(42.38228605, -71.01942715)"
I172014636,3301,Verbal Disputes,VERBAL DISPUTE,A7,15,,2/22/17 23:57,2017,2,Wednesday,23,Part Three,BENNINGTON ST,42.38228605,-71.01942715,"(42.38228605, -71.01942715)"
I152082951,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,A7,15,,10/6/15 9:30,2015,10,Tuesday,9,Part Two,BENNINGTON ST,42.38228605,-71.01942715,"(42.38228605, -71.01942715)"
I162057941,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,25,,7/20/16 17:45,2016,7,Wednesday,17,Part One,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I152076265,3304,Assembly or Gathering Violations,NOISY PARTY/RADIO-NO ARREST,A7,25,,9/14/15 0:47,2015,9,Monday,0,Part Three,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I152062088,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,A7,25,,7/26/15 22:30,2015,7,Sunday,22,Part One,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I172034614,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A7,25,,5/2/17 16:30,2017,5,Tuesday,16,Part Two,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I172054932,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,7/7/17 19:25,2017,7,Friday,19,Part Three,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I162036281,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,25,,5/9/16 23:00,2016,5,Monday,23,Part One,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I172049582,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,26,,6/21/17 3:18,2017,6,Wednesday,3,Part Three,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I172030168,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,25,,4/18/17 10:36,2017,4,Tuesday,10,Part Three,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I172105757,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,25,,12/22/17 5:00,2017,12,Friday,5,Part Three,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I172076130,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,25,,9/13/17 16:21,2017,9,Wednesday,16,Part Three,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
I172068626,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,25,,8/20/17 2:24,2017,8,Sunday,2,Part Three,MERIDIAN ST,42.38229042,-71.0393012,"(42.38229042, -71.03930120)"
